[2020-07-08 18:56:06.541819] Generating Gabor Filters...
[2020-07-08 18:56:06.551142] Generating Gabor Filters Done!
[2020-07-08 18:56:06.551171] Loading MNIST Data...
[2020-07-08 18:56:07.803702] Loading MNIST Data Done!
[2020-07-08 18:56:08.019601] Convoluting Images...
[2020-07-08 18:56:34.211334] Convoluting Images Done!
[2020-07-08 18:56:34.211946] Image Blocks and Gabor Images Capturing...
[2020-07-08 19:26:47.813345] Epoch : 0377 loss = 0.068643348
[2020-07-08 19:26:52.055649] Epoch : 0378 loss = 1.146352606
[2020-07-08 19:26:56.287099] Epoch : 0379 loss = 0.089735729
[2020-07-08 19:27:00.546779] Epoch : 0380 loss = 0.088260723
[2020-07-08 19:27:04.841140] Epoch : 0381 loss = 0.090440069
[2020-07-08 19:27:09.100156] Epoch : 0382 loss = 0.092510122
[2020-07-08 19:27:13.256154] Epoch : 0383 loss = 0.089836272
[2020-07-08 19:27:17.413669] Epoch : 0384 loss = 0.085543537
[2020-07-08 19:27:21.618358] Epoch : 0385 loss = 0.078195672
[2020-07-08 19:27:25.741855] Epoch : 0386 loss = 0.071210320
[2020-07-08 19:27:29.871266] Epoch : 0387 loss = 0.066517459
[2020-07-08 19:27:33.978588] Epoch : 0388 loss = 0.064525679
[2020-07-08 19:27:38.132148] Epoch : 0389 loss = 0.065898632
[2020-07-08 19:27:42.281730] Epoch : 0390 loss = 0.067723501
[2020-07-08 19:27:46.431566] Epoch : 0391 loss = 0.068481334
[2020-07-08 19:27:50.606411] Epoch : 0392 loss = 0.068289061
[2020-07-08 19:27:54.767472] Epoch : 0393 loss = 0.068116608
[2020-07-08 19:27:58.919860] Epoch : 0394 loss = 0.067959991
[2020-07-08 19:28:02.967927] Epoch : 0395 loss = 0.067838040
[2020-07-08 19:28:07.126980] Epoch : 0396 loss = 0.067825027
[2020-07-08 19:28:11.378341] Epoch : 0397 loss = 0.067596455
[2020-07-08 19:28:15.656266] Epoch : 0398 loss = 0.067497430
[2020-07-08 19:28:19.722140] Epoch : 0399 loss = 0.067521993
[2020-07-08 19:28:23.838357] Epoch : 0400 loss = 0.067279059
[2020-07-08 19:28:28.020273] Epoch : 0401 loss = 0.067348505
[2020-07-08 19:28:32.239985] Epoch : 0402 loss = 0.067120022
[2020-07-08 19:28:36.354061] Epoch : 0403 loss = 0.521738925
[2020-07-08 19:28:40.477501] Epoch : 0404 loss = 0.087722927
[2020-07-08 19:28:44.614381] Epoch : 0405 loss = 0.085709931
[2020-07-08 19:28:48.726342] Epoch : 0406 loss = 0.085005200
[2020-07-08 19:28:52.876279] Epoch : 0407 loss = 0.082600713
[2020-07-08 19:28:57.025936] Epoch : 0408 loss = 0.078101053
[2020-07-08 19:29:01.182111] Epoch : 0409 loss = 0.074284040
[2020-07-08 19:29:05.335406] Epoch : 0410 loss = 0.071430252
[2020-07-08 19:29:09.458098] Epoch : 0411 loss = 0.068670427
[2020-07-08 19:29:13.478167] Epoch : 0412 loss = 0.066338156
[2020-07-08 19:29:17.609045] Epoch : 0413 loss = 0.065199264
[2020-07-08 19:29:21.710447] Epoch : 0414 loss = 0.066153653
[2020-07-08 19:29:25.828522] Epoch : 0415 loss = 0.067056012
[2020-07-08 19:29:29.963133] Epoch : 0416 loss = 0.067100551
[2020-07-08 19:29:34.147462] Epoch : 0417 loss = 0.066921424
[2020-07-08 19:29:38.328458] Epoch : 0418 loss = 0.066740289
[2020-07-08 19:29:42.492856] Epoch : 0419 loss = 0.066677364
[2020-07-08 19:29:46.755975] Epoch : 0420 loss = 0.066509596
[2020-07-08 19:29:51.033772] Epoch : 0421 loss = 0.066447452
[2020-07-08 19:29:55.140633] Epoch : 0422 loss = 0.066280994
[2020-07-08 19:29:59.333894] Epoch : 0423 loss = 0.066266125
[2020-07-08 19:30:03.522411] Epoch : 0424 loss = 0.066084266
[2020-07-08 19:30:07.660715] Epoch : 0425 loss = 0.066080727
[2020-07-08 19:30:11.806042] Epoch : 0426 loss = 0.065913727
[2020-07-08 19:30:16.047327] Epoch : 0427 loss = 0.065868386
[2020-07-08 19:30:20.302135] Epoch : 0428 loss = 0.065778373
[2020-07-08 19:30:24.553258] Epoch : 0429 loss = 0.065682644
[2020-07-08 19:30:28.770210] Epoch : 0430 loss = 0.065624976
[2020-07-08 19:30:32.871606] Epoch : 0431 loss = 0.065534019
[2020-07-08 19:30:37.007504] Epoch : 0432 loss = 0.065472409
[2020-07-08 19:30:41.122566] Epoch : 0433 loss = 0.065508732
[2020-07-08 19:30:45.280886] Epoch : 0434 loss = 0.065359395
[2020-07-08 19:30:49.413619] Epoch : 0435 loss = 0.065296861
[2020-07-08 19:30:53.499066] Epoch : 0436 loss = 0.065222442
[2020-07-08 19:30:57.635345] Epoch : 0437 loss = 0.065188933
[2020-07-08 19:31:01.794442] Epoch : 0438 loss = 0.065116614
[2020-07-08 19:31:05.970693] Epoch : 0439 loss = 0.065105753
[2020-07-08 19:31:10.166036] Epoch : 0440 loss = 0.065004389
[2020-07-08 19:31:14.346011] Epoch : 0441 loss = 0.065007975
[2020-07-08 19:31:18.573554] Epoch : 0442 loss = 0.064887053
[2020-07-08 19:31:22.737759] Epoch : 0443 loss = 0.064831511
[2020-07-08 19:31:26.870763] Epoch : 0444 loss = 0.064861191
[2020-07-08 19:31:30.943227] Epoch : 0445 loss = 0.064818266
[2020-07-08 19:31:35.066177] Epoch : 0446 loss = 0.064627353
[2020-07-08 19:31:39.170872] Epoch : 0447 loss = 0.064663089
[2020-07-08 19:31:43.274437] Epoch : 0448 loss = 0.064582956
[2020-07-08 19:31:47.403432] Epoch : 0449 loss = 0.064573898
[2020-07-08 19:31:51.538872] Epoch : 0450 loss = 0.064493375
[2020-07-08 19:31:55.809606] Epoch : 0451 loss = 0.064484097
[2020-07-08 19:32:00.066200] Epoch : 0452 loss = 0.064425591
[2020-07-08 19:32:04.263073] Epoch : 0453 loss = 0.064335897
[2020-07-08 19:32:08.360022] Epoch : 0454 loss = 0.064330333
[2020-07-08 19:32:12.472731] Epoch : 0455 loss = 0.064262437
[2020-07-08 19:32:16.598033] Epoch : 0456 loss = 0.064227869
[2020-07-08 19:32:20.695676] Epoch : 0457 loss = 0.064180674
[2020-07-08 19:32:24.763542] Epoch : 0458 loss = 0.064132324
[2020-07-08 19:32:28.826048] Epoch : 0459 loss = 0.064081781
[2020-07-08 19:32:32.962735] Epoch : 0460 loss = 0.064034778
[2020-07-08 19:32:37.107455] Epoch : 0461 loss = 0.064004604
[2020-07-08 19:32:41.219872] Epoch : 0462 loss = 0.063972502
[2020-07-08 19:32:45.289920] Epoch : 0463 loss = 0.063889313
[2020-07-08 19:32:49.346656] Epoch : 0464 loss = 0.063885252
[2020-07-08 19:32:53.432754] Epoch : 0465 loss = 0.063858564
[2020-07-08 19:32:57.542942] Epoch : 0466 loss = 0.063768902
[2020-07-08 19:33:01.664762] Epoch : 0467 loss = 0.063772492
[2020-07-08 19:33:05.776708] Epoch : 0468 loss = 0.063709358
[2020-07-08 19:33:09.838480] Epoch : 0469 loss = 0.063674566
[2020-07-08 19:33:13.945377] Epoch : 0470 loss = 0.063613752
[2020-07-08 19:33:18.017068] Epoch : 0471 loss = 0.063621214
[2020-07-08 19:33:22.050804] Epoch : 0472 loss = 0.063575891
[2020-07-08 19:33:26.106230] Epoch : 0473 loss = 0.063528819
[2020-07-08 19:33:30.201632] Epoch : 0474 loss = 0.063498088
[2020-07-08 19:33:34.366263] Epoch : 0475 loss = 0.063463035
[2020-07-08 19:33:38.480329] Epoch : 0476 loss = 0.063414428
[2020-07-08 19:33:42.564345] Epoch : 0477 loss = 0.063384813
[2020-07-08 19:33:46.647856] Epoch : 0478 loss = 0.063346473
[2020-07-08 19:33:50.742019] Epoch : 0479 loss = 0.063325027
[2020-07-08 19:33:54.847998] Epoch : 0480 loss = 0.063266245
[2020-07-08 19:33:58.921406] Epoch : 0481 loss = 0.063235185
[2020-07-08 19:34:03.118022] Epoch : 0482 loss = 0.063236146
[2020-07-08 19:34:07.347721] Epoch : 0483 loss = 0.063191030
[2020-07-08 19:34:11.606288] Epoch : 0484 loss = 0.063155262
[2020-07-08 19:34:15.741949] Epoch : 0485 loss = 0.063110682
[2020-07-08 19:34:19.872953] Epoch : 0486 loss = 0.063084419
[2020-07-08 19:34:24.033433] Epoch : 0487 loss = 0.063046484
[2020-07-08 19:34:28.227562] Epoch : 0488 loss = 0.063046673
[2020-07-08 19:34:32.488978] Epoch : 0489 loss = 0.062975535
[2020-07-08 19:34:36.689885] Epoch : 0490 loss = 0.062966263
[2020-07-08 19:34:40.806846] Epoch : 0491 loss = 0.062908305
[2020-07-08 19:34:44.935224] Epoch : 0492 loss = 0.062888225
[2020-07-08 19:34:49.025871] Epoch : 0493 loss = 0.062885920
[2020-07-08 19:34:53.229822] Epoch : 0494 loss = 0.062861627
[2020-07-08 19:34:57.359697] Epoch : 0495 loss = 0.062800767
[2020-07-08 19:35:01.497461] Epoch : 0496 loss = 0.062774784
[2020-07-08 19:35:05.593343] Epoch : 0497 loss = 0.062742880
[2020-07-08 19:35:09.712288] Epoch : 0498 loss = 0.062720775
[2020-07-08 19:35:13.803954] Epoch : 0499 loss = 0.062702627
[2020-07-08 19:35:17.938399] Epoch : 0500 loss = 0.062670907
[2020-07-08 19:35:17.997791] Finished!
[2020-07-08 19:35:18.056872] Model saved in file : 
[2020-07-08 19:35:18.144695] Extracting High Dimensional Features...
[2020-07-08 19:37:56.951421] Extracting High Dimensional Features Done!
[2020-07-08 19:37:56.988406] Extracting High Dimensional Features...
[2020-07-08 19:38:23.353131] Extracting High Dimensional Features Done!
[2020-07-08 19:39:02.119452] Epoch : 0001 Loss = 0.59405 Learning Rate = 0.19899 Final Accuracy = 0.959800005
[2020-07-08 19:39:11.678786] Epoch : 0002 Loss = 0.44126 Learning Rate = 0.19799 Final Accuracy = 0.975399971
[2020-07-08 19:39:21.228834] Epoch : 0003 Loss = 0.40872 Learning Rate = 0.19699 Final Accuracy = 0.981000006
[2020-07-08 19:39:30.761007] Epoch : 0004 Loss = 0.39379 Learning Rate = 0.19600 Final Accuracy = 0.983500004
[2020-07-08 19:39:40.286153] Epoch : 0005 Loss = 0.38434 Learning Rate = 0.19501 Final Accuracy = 0.985000014
[2020-07-08 19:39:49.808629] Epoch : 0006 Loss = 0.37751 Learning Rate = 0.19403 Final Accuracy = 0.986100018
[2020-07-08 19:39:59.351758] Epoch : 0007 Loss = 0.37225 Learning Rate = 0.19305 Final Accuracy = 0.986899972
[2020-07-08 19:40:08.902948] Epoch : 0008 Loss = 0.36795 Learning Rate = 0.19208 Final Accuracy = 0.987299979
[2020-07-08 19:40:18.447624] Epoch : 0009 Loss = 0.36431 Learning Rate = 0.19111 Final Accuracy = 0.987699986
[2020-07-08 19:40:27.990408] Epoch : 0010 Loss = 0.36126 Learning Rate = 0.19015 Final Accuracy = 0.987900019
[2020-07-08 19:40:37.541039] Epoch : 0011 Loss = 0.35859 Learning Rate = 0.18919 Final Accuracy = 0.987999976
[2020-07-08 19:40:47.077348] Epoch : 0012 Loss = 0.35619 Learning Rate = 0.18824 Final Accuracy = 0.988300025
[2020-07-08 19:40:56.614796] Epoch : 0013 Loss = 0.35406 Learning Rate = 0.18729 Final Accuracy = 0.988200009
[2020-07-08 19:41:06.170808] Epoch : 0014 Loss = 0.35212 Learning Rate = 0.18635 Final Accuracy = 0.988399982
[2020-07-08 19:41:15.733642] Epoch : 0015 Loss = 0.35037 Learning Rate = 0.18541 Final Accuracy = 0.988399982
[2020-07-08 19:41:25.299033] Epoch : 0016 Loss = 0.34871 Learning Rate = 0.18447 Final Accuracy = 0.988499999
[2020-07-08 19:41:34.866729] Epoch : 0017 Loss = 0.34719 Learning Rate = 0.18354 Final Accuracy = 0.988600016
[2020-07-08 19:41:44.411710] Epoch : 0018 Loss = 0.34579 Learning Rate = 0.18262 Final Accuracy = 0.988699973
[2020-07-08 19:41:53.973772] Epoch : 0019 Loss = 0.34453 Learning Rate = 0.18170 Final Accuracy = 0.989000022
[2020-07-08 19:42:03.519444] Epoch : 0020 Loss = 0.34339 Learning Rate = 0.18078 Final Accuracy = 0.989600003
[2020-07-08 19:42:13.070826] Epoch : 0021 Loss = 0.34216 Learning Rate = 0.17987 Final Accuracy = 0.989600003
[2020-07-08 19:42:22.635827] Epoch : 0022 Loss = 0.34104 Learning Rate = 0.17897 Final Accuracy = 0.989799976
[2020-07-08 19:42:32.178134] Epoch : 0023 Loss = 0.34005 Learning Rate = 0.17807 Final Accuracy = 0.989899993
[2020-07-08 19:42:41.716728] Epoch : 0024 Loss = 0.33931 Learning Rate = 0.17717 Final Accuracy = 0.990000010
[2020-07-08 19:42:51.259383] Epoch : 0025 Loss = 0.33824 Learning Rate = 0.17628 Final Accuracy = 0.990100026
[2020-07-08 19:43:00.809589] Epoch : 0026 Loss = 0.33735 Learning Rate = 0.17539 Final Accuracy = 0.990199983
[2020-07-08 19:43:10.354640] Epoch : 0027 Loss = 0.33668 Learning Rate = 0.17450 Final Accuracy = 0.990199983
[2020-07-08 19:43:19.900932] Epoch : 0028 Loss = 0.33578 Learning Rate = 0.17363 Final Accuracy = 0.990300000
[2020-07-08 19:43:29.458518] Epoch : 0029 Loss = 0.33504 Learning Rate = 0.17275 Final Accuracy = 0.990499973
[2020-07-08 19:43:39.000715] Epoch : 0030 Loss = 0.33433 Learning Rate = 0.17188 Final Accuracy = 0.990599990
[2020-07-08 19:43:48.557705] Epoch : 0031 Loss = 0.33362 Learning Rate = 0.17101 Final Accuracy = 0.990599990
[2020-07-08 19:43:58.125358] Epoch : 0032 Loss = 0.33323 Learning Rate = 0.17015 Final Accuracy = 0.990599990
[2020-07-08 19:44:07.685685] Epoch : 0033 Loss = 0.33230 Learning Rate = 0.16930 Final Accuracy = 0.990899980
[2020-07-08 19:44:17.258232] Epoch : 0034 Loss = 0.33177 Learning Rate = 0.16844 Final Accuracy = 0.990800023
[2020-07-08 19:44:26.817484] Epoch : 0035 Loss = 0.33153 Learning Rate = 0.16759 Final Accuracy = 0.990800023
[2020-07-08 19:44:36.357817] Epoch : 0036 Loss = 0.33059 Learning Rate = 0.16675 Final Accuracy = 0.990800023
[2020-07-08 19:44:45.903548] Epoch : 0037 Loss = 0.33003 Learning Rate = 0.16591 Final Accuracy = 0.990800023
[2020-07-08 19:44:55.445138] Epoch : 0038 Loss = 0.32945 Learning Rate = 0.16507 Final Accuracy = 0.990899980
[2020-07-08 19:45:04.989938] Epoch : 0039 Loss = 0.32949 Learning Rate = 0.16424 Final Accuracy = 0.991100013
[2020-07-08 19:45:14.534235] Epoch : 0040 Loss = 0.32866 Learning Rate = 0.16341 Final Accuracy = 0.990999997
[2020-07-08 19:45:24.080715] Epoch : 0041 Loss = 0.32809 Learning Rate = 0.16259 Final Accuracy = 0.990899980
[2020-07-08 19:45:33.627138] Epoch : 0042 Loss = 0.32761 Learning Rate = 0.16177 Final Accuracy = 0.991299987
[2020-07-08 19:45:43.183835] Epoch : 0043 Loss = 0.32737 Learning Rate = 0.16096 Final Accuracy = 0.991199970
[2020-07-08 19:45:52.734220] Epoch : 0044 Loss = 0.32740 Learning Rate = 0.16015 Final Accuracy = 0.990999997
[2020-07-08 19:46:02.291733] Epoch : 0045 Loss = 0.32612 Learning Rate = 0.15934 Final Accuracy = 0.991199970
[2020-07-08 19:46:11.865361] Epoch : 0046 Loss = 0.32596 Learning Rate = 0.15854 Final Accuracy = 0.991199970
[2020-07-08 19:46:21.428841] Epoch : 0047 Loss = 0.32550 Learning Rate = 0.15774 Final Accuracy = 0.991299987
[2020-07-08 19:46:31.003731] Epoch : 0048 Loss = 0.32491 Learning Rate = 0.15694 Final Accuracy = 0.991199970
[2020-07-08 19:46:40.561501] Epoch : 0049 Loss = 0.32475 Learning Rate = 0.15615 Final Accuracy = 0.991299987
[2020-07-08 19:46:50.126351] Epoch : 0050 Loss = 0.32439 Learning Rate = 0.15537 Final Accuracy = 0.991400003
[2020-07-08 19:46:59.662360] Epoch : 0051 Loss = 0.32402 Learning Rate = 0.15458 Final Accuracy = 0.991400003
[2020-07-08 19:47:09.106124] Epoch : 0052 Loss = 0.32365 Learning Rate = 0.15380 Final Accuracy = 0.991400003
[2020-07-08 19:47:18.492862] Epoch : 0053 Loss = 0.32356 Learning Rate = 0.15303 Final Accuracy = 0.991400003
[2020-07-08 19:47:27.887022] Epoch : 0054 Loss = 0.32270 Learning Rate = 0.15226 Final Accuracy = 0.991400003
[2020-07-08 19:47:37.314185] Epoch : 0055 Loss = 0.32294 Learning Rate = 0.15149 Final Accuracy = 0.991500020
[2020-07-08 19:47:46.727750] Epoch : 0056 Loss = 0.32215 Learning Rate = 0.15073 Final Accuracy = 0.991500020
[2020-07-08 19:47:56.128078] Epoch : 0057 Loss = 0.32239 Learning Rate = 0.14997 Final Accuracy = 0.991500020
[2020-07-08 19:48:05.523913] Epoch : 0058 Loss = 0.32160 Learning Rate = 0.14921 Final Accuracy = 0.991599977
[2020-07-08 19:48:14.941363] Epoch : 0059 Loss = 0.32131 Learning Rate = 0.14846 Final Accuracy = 0.991599977
[2020-07-08 19:48:24.321209] Epoch : 0060 Loss = 0.32108 Learning Rate = 0.14771 Final Accuracy = 0.991400003
[2020-07-08 19:48:33.907370] Epoch : 0061 Loss = 0.32043 Learning Rate = 0.14697 Final Accuracy = 0.991500020
[2020-07-08 19:48:43.512162] Epoch : 0062 Loss = 0.32089 Learning Rate = 0.14623 Final Accuracy = 0.991599977
[2020-07-08 19:48:53.098848] Epoch : 0063 Loss = 0.32022 Learning Rate = 0.14549 Final Accuracy = 0.991500020
[2020-07-08 19:49:02.582162] Epoch : 0064 Loss = 0.31945 Learning Rate = 0.14476 Final Accuracy = 0.991699994
[2020-07-08 19:49:12.173885] Epoch : 0065 Loss = 0.31986 Learning Rate = 0.14403 Final Accuracy = 0.991500020
[2020-07-08 19:49:21.754728] Epoch : 0066 Loss = 0.31935 Learning Rate = 0.14330 Final Accuracy = 0.991599977
[2020-07-08 19:49:31.341338] Epoch : 0067 Loss = 0.31894 Learning Rate = 0.14258 Final Accuracy = 0.991599977
[2020-07-08 19:49:40.925612] Epoch : 0068 Loss = 0.31895 Learning Rate = 0.14186 Final Accuracy = 0.991599977
[2020-07-08 19:49:50.510983] Epoch : 0069 Loss = 0.31860 Learning Rate = 0.14115 Final Accuracy = 0.991900027
[2020-07-08 19:50:00.102341] Epoch : 0070 Loss = 0.31818 Learning Rate = 0.14044 Final Accuracy = 0.991800010
[2020-07-08 19:50:09.700535] Epoch : 0071 Loss = 0.31797 Learning Rate = 0.13973 Final Accuracy = 0.991500020
[2020-07-08 19:50:19.290082] Epoch : 0072 Loss = 0.31792 Learning Rate = 0.13903 Final Accuracy = 0.991800010
[2020-07-08 19:50:28.872176] Epoch : 0073 Loss = 0.31759 Learning Rate = 0.13833 Final Accuracy = 0.991800010
[2020-07-08 19:50:38.463829] Epoch : 0074 Loss = 0.31752 Learning Rate = 0.13763 Final Accuracy = 0.991999984
[2020-07-08 19:50:48.053786] Epoch : 0075 Loss = 0.31688 Learning Rate = 0.13694 Final Accuracy = 0.991699994
[2020-07-08 19:50:57.647082] Epoch : 0076 Loss = 0.31679 Learning Rate = 0.13625 Final Accuracy = 0.991800010
[2020-07-08 19:51:07.241471] Epoch : 0077 Loss = 0.31674 Learning Rate = 0.13556 Final Accuracy = 0.991800010
[2020-07-08 19:51:16.826865] Epoch : 0078 Loss = 0.31625 Learning Rate = 0.13488 Final Accuracy = 0.991900027
[2020-07-08 19:51:26.413070] Epoch : 0079 Loss = 0.31601 Learning Rate = 0.13420 Final Accuracy = 0.991800010
[2020-07-08 19:51:36.019504] Epoch : 0080 Loss = 0.31615 Learning Rate = 0.13352 Final Accuracy = 0.991900027
[2020-07-08 19:51:45.621677] Epoch : 0081 Loss = 0.31570 Learning Rate = 0.13285 Final Accuracy = 0.991999984
[2020-07-08 19:51:55.243281] Epoch : 0082 Loss = 0.31518 Learning Rate = 0.13218 Final Accuracy = 0.991900027
[2020-07-08 19:52:04.851919] Epoch : 0083 Loss = 0.31552 Learning Rate = 0.13151 Final Accuracy = 0.991999984
[2020-07-08 19:52:14.462349] Epoch : 0084 Loss = 0.31482 Learning Rate = 0.13085 Final Accuracy = 0.991900027
[2020-07-08 19:52:24.050460] Epoch : 0085 Loss = 0.31465 Learning Rate = 0.13019 Final Accuracy = 0.991800010
[2020-07-08 19:52:33.636953] Epoch : 0086 Loss = 0.31461 Learning Rate = 0.12954 Final Accuracy = 0.991999984
[2020-07-08 19:52:43.243180] Epoch : 0087 Loss = 0.31478 Learning Rate = 0.12888 Final Accuracy = 0.991900027
[2020-07-08 19:52:52.831138] Epoch : 0088 Loss = 0.31411 Learning Rate = 0.12823 Final Accuracy = 0.992100000
[2020-07-08 19:53:02.424618] Epoch : 0089 Loss = 0.31375 Learning Rate = 0.12759 Final Accuracy = 0.991800010
[2020-07-08 19:53:12.027347] Epoch : 0090 Loss = 0.31371 Learning Rate = 0.12695 Final Accuracy = 0.991900027
[2020-07-08 19:53:21.606777] Epoch : 0091 Loss = 0.31373 Learning Rate = 0.12631 Final Accuracy = 0.991900027
[2020-07-08 19:53:31.208086] Epoch : 0092 Loss = 0.31320 Learning Rate = 0.12567 Final Accuracy = 0.992100000
[2020-07-08 19:53:40.793221] Epoch : 0093 Loss = 0.31315 Learning Rate = 0.12504 Final Accuracy = 0.991900027
[2020-07-08 19:53:50.399927] Epoch : 0094 Loss = 0.31343 Learning Rate = 0.12441 Final Accuracy = 0.991900027
[2020-07-08 19:53:59.997725] Epoch : 0095 Loss = 0.31305 Learning Rate = 0.12378 Final Accuracy = 0.992200017
[2020-07-08 19:54:09.589037] Epoch : 0096 Loss = 0.31270 Learning Rate = 0.12316 Final Accuracy = 0.991999984
[2020-07-08 19:54:19.199250] Epoch : 0097 Loss = 0.31233 Learning Rate = 0.12254 Final Accuracy = 0.991900027
[2020-07-08 19:54:28.780401] Epoch : 0098 Loss = 0.31260 Learning Rate = 0.12192 Final Accuracy = 0.991900027
[2020-07-08 19:54:38.366571] Epoch : 0099 Loss = 0.31191 Learning Rate = 0.12130 Final Accuracy = 0.991999984
[2020-07-08 19:54:47.955702] Epoch : 0100 Loss = 0.31186 Learning Rate = 0.12069 Final Accuracy = 0.992100000
[2020-07-08 19:54:57.526819] Epoch : 0101 Loss = 0.31181 Learning Rate = 0.12008 Final Accuracy = 0.991999984
[2020-07-08 19:55:07.114226] Epoch : 0102 Loss = 0.31158 Learning Rate = 0.11948 Final Accuracy = 0.991900027
[2020-07-08 19:55:16.710266] Epoch : 0103 Loss = 0.31134 Learning Rate = 0.11888 Final Accuracy = 0.991999984
[2020-07-08 19:55:26.304649] Epoch : 0104 Loss = 0.31145 Learning Rate = 0.11828 Final Accuracy = 0.991999984
[2020-07-08 19:55:35.889455] Epoch : 0105 Loss = 0.31110 Learning Rate = 0.11768 Final Accuracy = 0.991999984
[2020-07-08 19:55:45.469986] Epoch : 0106 Loss = 0.31082 Learning Rate = 0.11709 Final Accuracy = 0.991999984
[2020-07-08 19:55:55.059617] Epoch : 0107 Loss = 0.31055 Learning Rate = 0.11650 Final Accuracy = 0.991999984
[2020-07-08 19:56:04.655470] Epoch : 0108 Loss = 0.31068 Learning Rate = 0.11591 Final Accuracy = 0.991999984
[2020-07-08 19:56:14.246828] Epoch : 0109 Loss = 0.31052 Learning Rate = 0.11533 Final Accuracy = 0.992100000
[2020-07-08 19:56:23.820010] Epoch : 0110 Loss = 0.31015 Learning Rate = 0.11475 Final Accuracy = 0.991999984
[2020-07-08 19:56:33.410820] Epoch : 0111 Loss = 0.31008 Learning Rate = 0.11417 Final Accuracy = 0.992399991
[2020-07-08 19:56:43.001961] Epoch : 0112 Loss = 0.30997 Learning Rate = 0.11360 Final Accuracy = 0.992299974
[2020-07-08 19:56:52.587552] Epoch : 0113 Loss = 0.30961 Learning Rate = 0.11302 Final Accuracy = 0.992200017
[2020-07-08 19:57:02.161663] Epoch : 0114 Loss = 0.30950 Learning Rate = 0.11245 Final Accuracy = 0.992299974
[2020-07-08 19:57:11.732996] Epoch : 0115 Loss = 0.30995 Learning Rate = 0.11189 Final Accuracy = 0.992100000
[2020-07-08 19:57:21.305185] Epoch : 0116 Loss = 0.30944 Learning Rate = 0.11132 Final Accuracy = 0.992200017
[2020-07-08 19:57:30.888468] Epoch : 0117 Loss = 0.30922 Learning Rate = 0.11076 Final Accuracy = 0.992100000
[2020-07-08 19:57:40.460564] Epoch : 0118 Loss = 0.30878 Learning Rate = 0.11020 Final Accuracy = 0.992100000
[2020-07-08 19:57:50.040708] Epoch : 0119 Loss = 0.30921 Learning Rate = 0.10965 Final Accuracy = 0.992200017
[2020-07-08 19:57:59.627397] Epoch : 0120 Loss = 0.30857 Learning Rate = 0.10910 Final Accuracy = 0.992299974
[2020-07-08 19:58:09.208296] Epoch : 0121 Loss = 0.30869 Learning Rate = 0.10855 Final Accuracy = 0.992100000
[2020-07-08 19:58:18.801732] Epoch : 0122 Loss = 0.30852 Learning Rate = 0.10800 Final Accuracy = 0.992299974
[2020-07-08 19:58:28.399293] Epoch : 0123 Loss = 0.30845 Learning Rate = 0.10746 Final Accuracy = 0.992399991
[2020-07-08 19:58:37.917950] Epoch : 0124 Loss = 0.30836 Learning Rate = 0.10691 Final Accuracy = 0.992399991
[2020-07-08 19:58:47.493480] Epoch : 0125 Loss = 0.30801 Learning Rate = 0.10638 Final Accuracy = 0.992399991
[2020-07-08 19:58:56.957216] Epoch : 0126 Loss = 0.30791 Learning Rate = 0.10584 Final Accuracy = 0.992299974
[2020-07-08 19:59:06.468342] Epoch : 0127 Loss = 0.30790 Learning Rate = 0.10531 Final Accuracy = 0.992299974
[2020-07-08 19:59:16.051829] Epoch : 0128 Loss = 0.30756 Learning Rate = 0.10478 Final Accuracy = 0.992600024
[2020-07-08 19:59:25.669757] Epoch : 0129 Loss = 0.30758 Learning Rate = 0.10425 Final Accuracy = 0.992500007
[2020-07-08 19:59:35.369792] Epoch : 0130 Loss = 0.30771 Learning Rate = 0.10372 Final Accuracy = 0.992399991
[2020-07-08 19:59:44.942884] Epoch : 0131 Loss = 0.30704 Learning Rate = 0.10320 Final Accuracy = 0.992500007
[2020-07-08 19:59:54.523044] Epoch : 0132 Loss = 0.30723 Learning Rate = 0.10268 Final Accuracy = 0.992699981
[2020-07-08 20:00:04.107091] Epoch : 0133 Loss = 0.30678 Learning Rate = 0.10216 Final Accuracy = 0.992500007
[2020-07-08 20:00:13.706203] Epoch : 0134 Loss = 0.30674 Learning Rate = 0.10165 Final Accuracy = 0.992399991
[2020-07-08 20:00:23.297592] Epoch : 0135 Loss = 0.30691 Learning Rate = 0.10114 Final Accuracy = 0.992299974
[2020-07-08 20:00:32.891130] Epoch : 0136 Loss = 0.30655 Learning Rate = 0.10063 Final Accuracy = 0.992500007
[2020-07-08 20:00:42.467268] Epoch : 0137 Loss = 0.30616 Learning Rate = 0.10012 Final Accuracy = 0.992699981
[2020-07-08 20:00:52.051323] Epoch : 0138 Loss = 0.30644 Learning Rate = 0.09962 Final Accuracy = 0.992500007
[2020-07-08 20:01:01.631404] Epoch : 0139 Loss = 0.30621 Learning Rate = 0.09911 Final Accuracy = 0.992699981
[2020-07-08 20:01:11.219072] Epoch : 0140 Loss = 0.30584 Learning Rate = 0.09861 Final Accuracy = 0.992500007
[2020-07-08 20:01:20.818000] Epoch : 0141 Loss = 0.30628 Learning Rate = 0.09812 Final Accuracy = 0.992500007
[2020-07-08 20:01:30.401969] Epoch : 0142 Loss = 0.30614 Learning Rate = 0.09762 Final Accuracy = 0.992600024
[2020-07-08 20:01:39.985132] Epoch : 0143 Loss = 0.30589 Learning Rate = 0.09713 Final Accuracy = 0.992299974
